,end_nm,base_date,price_per_area,cntrc_area,lot_purpose,use_area,road_cndtn
0,옥련동,2018,154.93,71.0,전,제1종일반주거지역,12m미만
1,송도동,2018,385.162,168.76,대,준주거지역,25m미만
2,선학동,2018,62.192,894.0,전,개발제한구역,8m미만
3,동춘동,2018,100.87,506.0,임야,제1종일반주거지역,-
4,동춘동,2018,112.188,722.0,임야,제1종일반주거지역,-
5,동춘동,2018,102.992,119.0,전,제1종일반주거지역,-
6,동춘동,2018,90.441,148.55,임야,제1종일반주거지역,-
7,동춘동,2018,83.152,400.0,전,제1종일반주거지역,-
8,동춘동,2018,111.033,392.0,대,제1종일반주거지역,-
9,송도동,2018,75.625,4335.0,대,준주거지역,25m미만
10,선학동,2018,47.209,1021.0,전,개발제한구역,8m미만
11,동춘동,2018,95.226,771.97,전,제2종일반주거지역,-
12,옥련동,2018,271.0,170.0,도로,제3종일반주거지역,25m이상
13,동춘동,2018,75.77,3480.0,임야,제1종일반주거지역,-
14,동춘동,2018,68.718,4445.0,임야,제1종일반주거지역,-
15,송도동,2018,452.899,165.6,대,준주거지역,25m미만
16,송도동,2018,356.343,321.6,대,준주거지역,25m이상
17,송도동,2018,344.33,166.41,대,준주거지역,25m이상
18,송도동,2018,343.463,166.83,대,준주거지역,25m이상
19,송도동,2018,372.574,166.41,대,준주거지역,25m이상
20,송도동,2018,397.855,173.43,대,준주거지역,25m이상
21,동춘동,2018,146.032,630.0,전,제2종일반주거지역,-
22,선학동,2018,39.088,307.0,전,개발제한구역,12m미만
23,송도동,2018,410.983,167.89,대,준주거지역,25m미만
24,동춘동,2018,93.788,886.0,전,제3종일반주거지역,-
25,송도동,2018,584.021,166.09,대,준주거지역,25m이상
26,청학동,2018,301.265,600.8,대,중심상업지역,25m미만
27,선학동,2018,174.98,248.0,전,제1종일반주거지역,-
28,선학동,2018,174.98,248.6,전,제1종일반주거지역,25m이상
29,동춘동,2018,209.811,238.0,목장용지,자연녹지지역,-
30,동춘동,2018,103.631,445.0,전,제1종일반주거지역,-
31,옥련동,2018,219.565,92.0,답,준주거지역,8m미만
32,옥련동,2018,217.143,315.0,답,준주거지역,8m미만
33,옥련동,2018,185.099,216.1,대,근린상업지역,8m미만
34,옥련동,2018,95.294,8.5,대,자연녹지지역,12m미만
35,동춘동,2018,30.132,531.0,임야,자연녹지지역,-
36,동춘동,2018,93.693,1854.0,전,제3종일반주거지역,-
37,동춘동,2018,139.871,224.0,답,제2종일반주거지역,-
38,옥련동,2018,225.0,4.0,답,준주거지역,-
39,옥련동,2018,140.753,6.11,임야,제3종일반주거지역,8m미만
40,송도동,2018,350.52,9032.0,대,중심상업지역,25m이상
41,송도동,2018,458.998,10263.0,대,중심상업지역,25m이상
42,송도동,2018,542.536,168.94,대,준주거지역,25m이상
43,옥련동,2018,166.456,237.3,대,준주거지역,8m미만
44,옥련동,2018,160.721,255.1,대,준주거지역,8m미만
45,선학동,2018,200.0,10.0,대,제1종일반주거지역,-
46,동춘동,2018,86.957,92.0,답,제2종일반주거지역,-
47,옥련동,2018,135.135,37.0,대,준주거지역,8m미만
48,동춘동,2018,22.727,198.0,임야,자연녹지지역,8m미만
49,송도동,2018,600.06,166.65,대,준주거지역,25m이상
50,송도동,2018,361.664,165.9,대,준주거지역,25m미만
51,옥련동,2018,164.889,9.0,대,제2종일반주거지역,25m이상
52,옥련동,2018,164.902,61.0,대,제2종일반주거지역,25m이상
53,옥련동,2018,163.079,669.0,전,준주거지역,8m미만
54,옥련동,2018,55.401,287.0,도로,준주거지역,8m미만
55,동춘동,2018,242.971,288.1,대,근린상업지역,12m미만
56,옥련동,2018,60.988,168.0,임야,제1종일반주거지역,12m미만
57,청학동,2018,87.0,36.0,잡종지,제1종일반주거지역,-
58,청학동,2018,87.0,78.0,잡종지,제1종일반주거지역,-
59,송도동,2018,440.739,83.95,대,준주거지역,25m미만
60,송도동,2018,368.18,165.68,대,준주거지역,25m미만
61,동춘동,2018,129.38,371.0,잡종지,제3종일반주거지역,-
62,청학동,2018,200.0,6.0,잡종지,제1종일반주거지역,12m미만
63,옥련동,2018,174.03,67.0,대,제2종일반주거지역,25m이상
64,송도동,2018,367.847,165.83,대,준주거지역,25m미만
65,옥련동,2018,106.643,14.0,전,제1종일반주거지역,8m미만
66,옥련동,2018,106.669,160.0,전,제1종일반주거지역,8m미만
67,송도동,2018,434.783,165.6,대,준주거지역,12m미만
68,옥련동,2018,60.0,30.0,도로,준주거지역,8m미만
69,송도동,2018,367.758,165.87,대,준주거지역,25m미만
70,선학동,2018,132.566,1999.0,전,제1종일반주거지역,8m미만
71,송도동,2018,374.215,165.68,대,준주거지역,25m미만
72,송도동,2018,399.765,170.1,대,준주거지역,25m미만
73,선학동,2018,90.439,387.0,전,자연녹지지역,25m이상
74,송도동,2018,358.339,170.23,대,준주거지역,25m미만
75,선학동,2018,60.504,119.0,전,제1종일반주거지역,-
76,동춘동,2018,180.709,426.1,대,근린상업지역,12m미만
77,선학동,2018,75.0,2.0,답,제1종일반주거지역,8m미만
78,송도동,2018,722.5,166.09,대,준주거지역,25m이상
79,송도동,2018,361.46,168.76,대,준주거지역,25m미만
80,옥련동,2018,165.391,65.3,대,일반상업지역,25m이상
81,송도동,2018,361.882,165.8,대,준주거지역,25m미만
82,동춘동,2018,134.577,992.0,대,자연녹지지역,8m미만
83,동춘동,2018,64.286,70.0,대,자연녹지지역,25m이상
84,송도동,2018,422.552,165.66,대,준주거지역,25m미만
85,동춘동,2018,12.776,861.0,잡종지,자연녹지지역,8m미만
86,옥련동,2018,163.934,61.0,대,제1종일반주거지역,12m미만
87,옥련동,2018,164.057,1341.0,대,제1종일반주거지역,12m미만
88,동춘동,2018,112.063,126.0,전,제2종일반주거지역,-
89,동춘동,2018,130.273,293.0,전,제2종일반주거지역,-
90,동춘동,2018,39.27,178.0,도로,제1종일반주거지역,-
91,동춘동,2018,39.734,188.0,도로,제3종일반주거지역,-
92,옥련동,2018,176.0,46.0,대,준주거지역,8m미만
93,옥련동,2018,130.0,1.0,전,제1종일반주거지역,12m미만
94,옥련동,2018,130.0,42.0,임야,제1종일반주거지역,12m미만
95,옥련동,2018,150.0,1.0,전,제1종일반주거지역,8m미만
96,옥련동,2018,181.507,67.0,대,제2종일반주거지역,25m이상
97,송도동,2018,530.353,166.87,대,준주거지역,12m미만
98,송도동,2018,351.906,170.5,대,준주거지역,25m미만
99,송도동,2018,416.465,165.68,대,준주거지역,25m미만
100,동춘동,2018,278.388,819.0,답,준주거지역,-
101,연수동,2018,259.153,243.1,대,제2종일반주거지역,8m미만
102,선학동,2018,51.376,1446.0,전,개발제한구역,25m이상
103,송도동,2018,453.008,165.56,대,준주거지역,25m미만
104,동춘동,2018,171.343,1675.0,잡종지,자연녹지지역,25m이상
105,송도동,2018,367.847,165.83,대,준주거지역,12m미만
106,동춘동,2018,100.869,145.0,대,제1종일반주거지역,-
107,옥련동,2018,107.143,7.0,전,제1종일반주거지역,8m미만
108,옥련동,2018,106.667,82.5,전,제1종일반주거지역,8m미만
109,옥련동,2018,86.061,165.0,대,제2종일반주거지역,-
110,옥련동,2018,86.307,241.0,대,제2종일반주거지역,-
111,송도동,2018,752.43,874.5,대,준주거지역,25m미만
112,송도동,2018,367.847,165.83,대,준주거지역,12m미만
113,송도동,2018,404.345,165.7,대,준주거지역,25m미만
114,옥련동,2018,236.434,129.0,대,제3종일반주거지역,8m미만
115,청학동,2018,50.0,4.0,도로,제1종일반주거지역,12m미만
116,송도동,2018,558.861,166.41,대,준주거지역,25m이상
117,동춘동,2018,69.656,1249.0,임야,보전녹지지역,12m미만
118,옥련동,2018,257.816,189.67,대,제3종일반주거지역,25m이상
119,송도동,2018,440.662,165.66,대,준주거지역,25m미만
120,옥련동,2018,106.0,15.0,대,자연녹지지역,8m미만
121,옥련동,2018,100.0,1.0,대,자연녹지지역,12m미만
122,옥련동,2018,55.556,9.0,전,자연녹지지역,-
123,송도동,2018,367.703,55.3,대,준주거지역,25m미만
124,동춘동,2018,142.12,415.0,임야,제1종일반주거지역,-
125,송도동,2018,367.758,165.87,대,준주거지역,25m미만
126,옥련동,2018,213.178,129.0,대,제3종일반주거지역,8m미만
127,동춘동,2018,189.084,513.0,전,자연녹지지역,-
128,송도동,2018,367.869,82.91,대,준주거지역,25m미만
129,동춘동,2018,186.047,645.0,답,준주거지역,-
130,송도동,2018,782.708,166.09,대,준주거지역,25m이상
131,송도동,2018,782.708,332.18,대,준주거지역,25m이상
132,송도동,2018,780.078,166.65,대,준주거지역,25m이상
133,연수동,2018,7.344,817.0,임야,보전녹지지역,-
134,송도동,2018,376.274,168.76,대,준주거지역,25m미만
135,송도동,2018,449.147,165.87,대,준주거지역,25m미만
136,송도동,2018,410.009,33.17,대,준주거지역,25m미만
137,송도동,2018,409.968,99.52,대,준주거지역,25m미만
138,송도동,2018,409.885,16.59,대,준주거지역,25m미만
139,송도동,2018,409.96,165.87,대,준주거지역,25m미만
140,송도동,2018,74.757,9663.6,공장용지,준공업지역,25m이상
141,송도동,2018,439.819,2469.2,대,준주거지역,25m미만
142,송도동,2018,451.836,2483.2,대,준주거지역,25m미만
143,송도동,2018,731.25,2431.3,대,준주거지역,25m미만
144,송도동,2018,714.515,4982.4,대,준주거지역,25m이상
145,송도동,2018,922.629,4982.5,대,준주거지역,25m이상
146,송도동,2018,675.474,1241.6,대,준주거지역,25m이상
147,옥련동,2018,166.667,15.0,임야,제1종일반주거지역,8m미만
148,선학동,2018,41.756,467.0,전,개발제한구역,12m미만
149,동춘동,2018,109.524,21.0,전,제2종일반주거지역,25m미만
150,송도동,2018,391.307,166.11,대,준주거지역,25m미만
151,송도동,2018,586.528,165.38,대,준주거지역,25m이상
152,연수동,2018,26.4,40.0,임야,보전녹지지역,-
153,연수동,2018,26.566,53.0,임야,보전녹지지역,-
154,연수동,2018,26.667,66.0,임야,보전녹지지역,-
155,연수동,2018,5.699,386.0,임야,보전녹지지역,-
156,연수동,2018,26.302,86.0,임야,보전녹지지역,-
157,연수동,2018,26.4,10.0,임야,보전녹지지역,-
158,연수동,2018,26.552,116.0,임야,보전녹지지역,-
159,연수동,2018,5.739,575.0,임야,보전녹지지역,-
160,연수동,2018,25.588,17.0,임야,보전녹지지역,-
161,연수동,2018,25.882,17.0,임야,보전녹지지역,-
162,연수동,2018,26.667,33.0,임야,보전녹지지역,-
163,동춘동,2018,269.421,222.7,대,제2종일반주거지역,-
164,송도동,2018,384.524,169.04,대,준주거지역,25m미만
165,옥련동,2018,200.0,1.5,답,제2종일반주거지역,25m이상
166,옥련동,2018,255.971,189.67,대,제3종일반주거지역,25m이상
167,송도동,2018,485.681,2423.4,대,준주거지역,25m미만
168,연수동,2018,25.882,17.0,임야,보전녹지지역,-
169,연수동,2018,26.1,20.0,임야,보전녹지지역,-
170,송도동,2018,379.816,165.87,대,준주거지역,25m미만
171,옥련동,2018,56.106,303.0,잡종지,제3종일반주거지역,8m미만
172,송도동,2018,387.506,85.16,대,준주거지역,25m미만
173,송도동,2018,380.481,165.58,대,준주거지역,12m미만
174,연수동,2018,300.752,226.1,대,제2종일반주거지역,8m미만
175,송도동,2018,374.238,165.67,대,준주거지역,12m미만
176,동춘동,2018,56.0,1.0,임야,자연녹지지역,8m미만
177,송도동,2018,410.058,165.83,대,준주거지역,25m미만
178,동춘동,2018,53.143,14.0,도로,자연녹지지역,8m미만
179,연수동,2018,7.483,888.0,임야,보전녹지지역,-
180,연수동,2018,7.086,1148.0,임야,보전녹지지역,-
181,송도동,2018,74.757,4160.4,공장용지,준주거지역,25m미만
182,송도동,2018,74.757,5338.5,공장용지,준주거지역,25m미만
183,송도동,2018,391.968,165.83,대,준주거지역,25m미만
184,송도동,2018,391.968,165.83,대,준주거지역,12m미만
185,연수동,2018,26.4,40.0,임야,보전녹지지역,-
186,연수동,2018,26.4,50.0,임야,보전녹지지역,-
187,연수동,2018,26.506,83.0,임야,보전녹지지역,-
188,연수동,2018,26.667,132.0,임야,보전녹지지역,-
189,연수동,2018,25.882,17.0,임야,보전녹지지역,-
190,연수동,2018,26.1,20.0,임야,보전녹지지역,-
191,연수동,2018,26.65,317.0,임야,보전녹지지역,-
192,연수동,2018,26.667,33.0,임야,보전녹지지역,-
193,송도동,2018,74.757,9093.1,공장용지,준공업지역,25m이상
194,송도동,2018,74.757,10435.9,공장용지,준공업지역,25m이상
195,동춘동,2018,105.897,120.4,답,제1종일반주거지역,-
196,동춘동,2018,105.9,45.59,답,제1종일반주거지역,-
197,동춘동,2018,105.9,45.76,답,자연녹지지역,-
198,동춘동,2018,105.892,74.0,답,제1종일반주거지역,-
199,동춘동,2018,105.891,74.18,답,제1종일반주거지역,-
200,동춘동,2018,105.91,74.45,답,자연녹지지역,-
201,동춘동,2018,131.25,24.0,대,제1종일반주거지역,-
202,옥련동,2018,144.22,123.0,대,제1종일반주거지역,8m미만
203,송도동,2018,404.028,165.83,대,준주거지역,25m미만
204,옥련동,2018,183.566,129.0,대,제1종일반주거지역,8m미만
205,옥련동,2018,175.0,2.0,대,제1종일반주거지역,8m미만
206,연수동,2018,24.857,14.0,임야,보전녹지지역,-
207,연수동,2018,22.895,19.0,임야,보전녹지지역,-
208,연수동,2018,26.1,20.0,임야,보전녹지지역,-
209,연수동,2018,26.667,33.0,임야,보전녹지지역,-
210,연수동,2018,26.667,33.0,임야,보전녹지지역,-
211,연수동,2018,26.552,116.0,임야,보전녹지지역,-
212,연수동,2018,25.882,17.0,임야,보전녹지지역,-
213,옥련동,2018,151.45,462.2,대,제2종일반주거지역,8m미만
214,선학동,2018,144.516,93.0,전,제1종일반주거지역,8m미만
215,선학동,2018,87.695,512.0,전,제1종일반주거지역,8m미만
216,송도동,2018,564.516,992.0,대,준주거지역,25m미만
217,송도동,2018,410.058,165.83,대,준주거지역,25m미만
218,동춘동,2018,248.288,584.0,대,자연녹지지역,-
219,송도동,2018,304.39,256.25,대,준주거지역,25m미만
220,연수동,2018,26.1,40.0,임야,보전녹지지역,-
221,연수동,2018,26.4,40.0,임야,보전녹지지역,-
222,연수동,2018,26.302,43.0,임야,보전녹지지역,-
223,연수동,2018,26.605,43.0,임야,보전녹지지역,-
224,연수동,2018,26.4,50.0,임야,보전녹지지역,-
225,연수동,2018,26.246,57.0,임야,보전녹지지역,-
226,연수동,2018,26.667,66.0,임야,보전녹지지역,-
227,연수동,2018,26.4,70.0,임야,보전녹지지역,-
228,연수동,2018,26.329,76.0,임야,보전녹지지역,-
229,연수동,2018,26.632,76.0,임야,보전녹지지역,-
230,연수동,2018,26.205,83.0,임야,보전녹지지역,-
231,연수동,2018,26.4,100.0,임야,보전녹지지역,-
232,연수동,2018,26.667,132.0,임야,보전녹지지역,-
233,연수동,2018,26.529,136.0,임야,보전녹지지역,-
234,연수동,2018,25.588,17.0,임야,보전녹지지역,-
235,연수동,2018,26.1,20.0,임야,보전녹지지역,-
236,연수동,2018,26.4,20.0,임야,보전녹지지역,-
237,연수동,2018,25.667,24.0,임야,보전녹지지역,-
238,송도동,2018,465.088,165.56,대,준주거지역,25m미만
239,연수동,2018,26.364,33.0,임야,보전녹지지역,-
240,연수동,2018,26.364,33.0,임야,보전녹지지역,-
241,연수동,2018,26.667,33.0,임야,보전녹지지역,-
242,연수동,2018,26.667,33.0,임야,보전녹지지역,-
243,송도동,2018,400.718,172.7,도로,일반상업지역,25m이상
244,옥련동,2018,136.106,918.4,대,제2종일반주거지역,8m미만
245,동춘동,2018,112.98,1121.0,잡종지,자연녹지지역,25m이상
246,동춘동,2018,113.248,1121.0,잡종지,자연녹지지역,25m이상
247,송도동,2018,68.063,4504.0,대,준주거지역,25m미만
248,동춘동,2018,115.813,224.5,대,제1종일반주거지역,12m미만
249,송도동,2018,620.557,165.98,대,준주거지역,25m미만
250,송도동,2018,159.705,3360.0,대,준주거지역,25m이상
251,송도동,2018,374.328,165.63,대,준주거지역,25m미만
252,송도동,2018,367.858,331.65,대,준주거지역,25m미만
253,송도동,2018,374.012,331.23,대,준주거지역,12m미만
254,송도동,2018,378.013,331.33,대,준주거지역,25m미만
255,송도동,2018,402.017,331.66,대,준주거지역,25m미만
256,동춘동,2018,60.5,3238.0,임야,자연녹지지역,8m미만
257,송도동,2018,18.113,12997.5,학교용지,제2종일반주거지역,25m미만
258,동춘동,2018,60.5,492.0,전,자연녹지지역,8m미만
259,송도동,2018,18.113,17767.0,학교용지,제2종일반주거지역,25m미만
260,송도동,2018,18.113,17985.9,학교용지,제2종일반주거지역,25m미만
261,송도동,2018,18.114,1867.6,공원,제2종일반주거지역,25m이상
262,송도동,2018,470.012,843.83,대,준주거지역,25m이상
263,동춘동,2018,60.506,79.0,전,자연녹지지역,8m미만
264,송도동,2018,18.113,2901.9,종교용지,제2종일반주거지역,25m미만
265,송도동,2018,367.847,165.83,대,준주거지역,25m미만
266,송도동,2018,367.913,165.8,대,준주거지역,25m미만
267,송도동,2018,374.17,165.7,대,준주거지역,25m미만
268,송도동,2018,374.238,165.67,대,준주거지역,25m미만
269,송도동,2018,373.877,165.83,대,준주거지역,25m미만
270,송도동,2018,373.877,165.83,대,준주거지역,12m미만
271,송도동,2018,426.733,165.6,대,준주거지역,25m미만
272,송도동,2018,470.001,168.77,대,준주거지역,25m이상
273,송도동,2018,469.999,173.43,대,준주거지역,25m이상
274,송도동,2018,381.836,170.23,대,준주거지역,25m미만
275,송도동,2018,391.802,165.9,대,준주거지역,25m미만
276,송도동,2018,470.815,165.67,대,준주거지역,25m미만
277,동춘동,2018,114.899,888.0,잡종지,자연녹지지역,-
278,동춘동,2018,114.899,888.0,잡종지,자연녹지지역,-
279,동춘동,2018,120.872,853.0,잡종지,자연녹지지역,-
280,동춘동,2018,120.946,888.0,잡종지,자연녹지지역,-
281,동춘동,2018,112.067,104.0,잡종지,자연녹지지역,-
282,동춘동,2018,115.096,104.0,잡종지,자연녹지지역,-
283,동춘동,2018,120.96,100.0,잡종지,자연녹지지역,-
284,동춘동,2018,121.154,104.0,잡종지,자연녹지지역,-
285,동춘동,2018,120.946,1480.0,잡종지,자연녹지지역,-
286,동춘동,2018,121.387,173.0,잡종지,자연녹지지역,-
287,동춘동,2018,111.0,35.0,잡종지,자연녹지지역,-
288,동춘동,2018,111.875,296.0,잡종지,자연녹지지역,-
289,동춘동,2018,61.574,592.0,잡종지,자연녹지지역,-
290,동춘동,2018,61.986,69.0,잡종지,자연녹지지역,-
291,동춘동,2018,76.986,592.0,잡종지,자연녹지지역,-
292,동춘동,2018,61.673,739.0,잡종지,자연녹지지역,-
293,동춘동,2018,61.46,87.0,잡종지,자연녹지지역,-
294,동춘동,2018,61.589,888.0,잡종지,자연녹지지역,-
295,동춘동,2018,61.606,888.0,잡종지,자연녹지지역,-
296,동춘동,2018,61.692,104.0,잡종지,자연녹지지역,-
297,동춘동,2018,111.875,592.0,잡종지,자연녹지지역,-
298,동춘동,2018,111.875,592.0,잡종지,자연녹지지역,-
299,동춘동,2018,111.875,592.0,잡종지,자연녹지지역,-
300,동춘동,2018,112.609,69.0,잡종지,자연녹지지역,-
301,동춘동,2018,120.946,592.0,잡종지,자연녹지지역,-
302,동춘동,2018,121.739,69.0,잡종지,자연녹지지역,-
303,동춘동,2018,111.875,888.0,잡종지,자연녹지지역,-
304,동춘동,2018,111.875,888.0,잡종지,자연녹지지역,-
305,동춘동,2018,111.875,888.0,잡종지,자연녹지지역,-
306,연수동,2018,26.4,50.0,임야,보전녹지지역,-
307,송도동,2018,98.786,5074.0,대,준주거지역,25m이상
308,송도동,2018,98.786,5253.5,대,준공업지역,25m이상
309,송도동,2018,68.732,10977.7,대,준주거지역,25m이상
310,송도동,2018,481.884,165.6,대,준주거지역,12m미만
311,송도동,2018,98.786,10033.0,대,준주거지역,25m이상
312,송도동,2018,98.786,10033.0,대,준주거지역,25m이상
313,송도동,2019,422.45,165.7,대,준주거지역,25m미만
314,옥련동,2019,77.308,104.0,전,제3종일반주거지역,8m미만
315,옥련동,2019,429.429,333.0,대,일반상업지역,25m이상
316,송도동,2019,858.086,166.65,대,준주거지역,25m이상
317,송도동,2019,599.341,166.85,대,준주거지역,25m미만
318,동춘동,2019,175.0,10.0,대,제1종일반주거지역,8m미만
319,동춘동,2019,18.718,21.37,도로,제1종일반주거지역,8m미만
320,동춘동,2019,90.772,6.61,도로,제1종일반주거지역,8m미만
321,동춘동,2019,158.392,423.0,대,제1종일반주거지역,-
322,송도동,2019,470.759,165.69,대,준주거지역,25m미만
323,청학동,2019,80.556,36.0,대,제1종일반주거지역,-
324,옥련동,2019,5.762,3471.0,임야,자연녹지지역,-
325,송도동,2019,469.991,498.28,대,준주거지역,25m이상
326,송도동,2019,470.0,999.9,대,준주거지역,25m이상
327,송도동,2019,405.334,170.23,대,준주거지역,25m미만
328,동춘동,2019,239.128,5216.2,대,일반상업지역,25m미만
329,연수동,2019,26.667,33.0,임야,보전녹지지역,-
330,송도동,2019,95.466,9427.4,대,제2종일반주거지역,25m이상
331,옥련동,2019,100.0,1.0,전,제3종일반주거지역,8m미만
332,동춘동,2019,170.0,600.0,대,자연녹지지역,8m미만
333,동춘동,2019,74.627,67.0,대,자연녹지지역,25m이상
334,동춘동,2019,73.14,793.0,임야,보전녹지지역,12m미만
335,송도동,2019,510.572,166.48,대,준주거지역,25m미만
336,송도동,2019,410.058,165.83,대,준주거지역,25m미만
337,송도동,2019,599.341,333.7,대,준주거지역,25m미만
338,송도동,2019,392.441,165.63,대,준주거지역,25m미만
339,송도동,2019,443.669,338.09,대,준주거지역,25m미만
340,송도동,2019,439.136,341.58,대,준주거지역,25m미만
341,송도동,2019,439.883,341.0,대,준주거지역,25m미만
342,송도동,2019,450.514,499.43,대,준주거지역,25m미만
343,송도동,2019,444.427,506.27,대,준주거지역,25m미만
344,송도동,2019,440.341,681.29,대,준주거지역,25m미만
345,송도동,2019,440.555,85.12,대,준주거지역,25m미만
346,송도동,2019,443.682,169.04,대,준주거지역,25m미만
347,송도동,2019,451.508,166.11,대,준주거지역,25m미만
348,송도동,2019,440.348,170.32,대,준주거지역,25m미만
349,송도동,2019,422.119,165.83,대,준주거지역,25m미만
350,송도동,2019,452.556,169.04,대,준주거지역,25m미만
351,송도동,2019,469.208,170.5,대,준주거지역,25m미만
352,송도동,2019,511.709,166.11,대,준주거지역,25m미만
353,동춘동,2019,264.925,5511.0,대,준주거지역,-
354,송도동,2019,595.486,167.93,대,준주거지역,25m미만
355,송도동,2019,599.269,166.87,대,준주거지역,12m미만
356,송도동,2019,595.468,335.87,대,준주거지역,25m미만
357,송도동,2019,595.474,503.8,대,준주거지역,25m미만
358,송도동,2019,599.278,667.47,대,준주거지역,12m미만
359,송도동,2019,543.708,165.53,대,준주거지역,25m미만
360,송도동,2019,382.792,168.76,대,준주거지역,25m미만
361,송도동,2019,502.84,169.04,대,준주거지역,25m미만
362,송도동,2019,513.471,82.77,대,준주거지역,25m미만
363,송도동,2019,382.158,169.04,대,준주거지역,25m미만
364,송도동,2019,378.242,170.79,대,준주거지역,25m미만
365,송도동,2019,497.687,170.79,대,준주거지역,25m미만
366,송도동,2019,543.708,165.53,대,준주거지역,25m미만
367,송도동,2019,379.286,85.16,대,준주거지역,25m미만
368,송도동,2019,388.035,166.48,대,준주거지역,25m미만
369,송도동,2019,378.886,170.5,대,준주거지역,25m미만
370,송도동,2019,533.302,168.76,대,준주거지역,25m미만
371,송도동,2019,378.264,85.39,대,준주거지역,25m미만
372,송도동,2019,379.286,170.32,대,준주거지역,25m미만
373,송도동,2019,390.262,165.53,대,준주거지역,25m미만
374,송도동,2019,408.211,170.5,대,준주거지역,25m미만
375,송도동,2019,388.899,166.11,대,준주거지역,25m미만
376,송도동,2019,382.792,168.76,대,준주거지역,25m미만
377,송도동,2019,390.262,165.53,대,준주거지역,25m미만
378,송도동,2019,378.242,170.79,대,준주거지역,25m미만
379,송도동,2019,388.035,166.48,대,준주거지역,25m미만
380,연수동,2019,25.882,17.0,임야,보전녹지지역,-
381,송도동,2019,378.886,170.5,대,준주거지역,25m미만
382,송도동,2019,293.64,2400.9,종교용지,제2종일반주거지역,-
383,송도동,2019,493.649,166.11,대,준주거지역,25m미만
384,송도동,2019,513.739,170.32,대,준주거지역,25m미만
385,송도동,2019,465.594,82.69,대,준주거지역,25m이상
386,송도동,2019,378.886,170.5,대,준주거지역,25m미만
387,송도동,2019,440.348,170.32,대,준주거지역,25m미만
388,송도동,2019,502.84,169.04,대,준주거지역,25m미만
389,송도동,2019,543.708,165.53,대,준주거지역,25m미만
390,송도동,2019,561.832,165.53,대,준주거지역,25m미만
391,송도동,2019,379.286,170.32,대,준주거지역,25m미만
392,송도동,2019,540.605,166.48,대,준주거지역,25m미만
393,송도동,2019,632.606,165.98,대,준주거지역,25m미만
394,송도동,2019,390.262,165.53,대,준주거지역,25m미만
395,송도동,2019,382.961,169.73,대,준주거지역,25m미만
396,송도동,2019,480.538,166.48,대,준주거지역,25m미만
397,송도동,2019,526.963,170.79,대,준주거지역,25m미만
398,송도동,2019,422.884,165.53,대,준주거지역,25m미만
399,송도동,2019,90.567,6008.5,대,제2종일반주거지역,25m이상
400,송도동,2019,373.719,165.9,대,준주거지역,25m미만
401,송도동,2019,392.275,165.7,대,준주거지역,25m미만
402,송도동,2019,422.119,165.83,대,준주거지역,25m미만
403,연수동,2019,26.4,20.0,임야,보전녹지지역,-
404,송도동,2019,451.862,165.98,대,준주거지역,25m미만
405,송도동,2019,512.11,165.98,대,준주거지역,25m미만
406,선학동,2019,127.273,22.0,전,제1종일반주거지역,-
407,송도동,2019,476.938,165.64,대,준주거지역,12m미만
408,선학동,2019,152.729,1997.0,대,제1종일반주거지역,8m미만
409,동춘동,2019,85.19,79.0,대,제3종일반주거지역,-
410,송도동,2019,422.45,165.7,대,준주거지역,25m미만
411,동춘동,2019,111.751,1736.0,답,제3종일반주거지역,-
412,송도동,2019,440.29,165.8,대,준주거지역,25m미만
413,옥련동,2019,76.923,13.0,잡종지,제1종일반주거지역,-
414,송도동,2019,663.05,165.9,대,준주거지역,25m미만
415,동춘동,2019,176.0,1.0,답,준주거지역,-
416,동춘동,2019,177.011,1883.0,잡종지,준주거지역,-
417,동춘동,2019,177.0,25.0,도로,준주거지역,-
418,선학동,2019,23.281,1786.0,전,개발제한구역,-
419,동춘동,2019,177.0,35.0,잡종지,준주거지역,-
420,동춘동,2019,177.009,339.0,도로,준주거지역,-
421,송도동,2019,464.135,165.9,대,준주거지역,25m미만
422,송도동,2019,422.144,82.91,대,준주거지역,25m미만
423,연수동,2019,26.1,20.0,임야,보전녹지지역,-
424,동춘동,2019,84.904,125.0,전,제3종일반주거지역,-
425,동춘동,2019,46.941,238.0,도로,제3종일반주거지역,-
426,동춘동,2019,117.0,1.0,답,제3종일반주거지역,-
427,동춘동,2019,110.905,158.0,전,제1종일반주거지역,-
428,동춘동,2019,119.888,161.0,대,제1종일반주거지역,-
429,동춘동,2019,99.666,275.5,전,제1종일반주거지역,-
430,동춘동,2019,82.887,3480.0,임야,제1종일반주거지역,-
431,동춘동,2019,83.287,3480.0,임야,제1종일반주거지역,-
432,동춘동,2019,126.276,29.0,대,제3종일반주거지역,-
433,옥련동,2019,158.878,205.0,대,제3종일반주거지역,-
434,동춘동,2019,75.536,4445.0,임야,제1종일반주거지역,-
435,동춘동,2019,79.313,4445.0,임야,제1종일반주거지역,-
436,동춘동,2019,119.31,42.0,대,제1종일반주거지역,-
437,동춘동,2019,148.273,55.0,대,제3종일반주거지역,-
438,송도동,2019,494.99,165.66,대,준주거지역,25m미만
439,동춘동,2019,115.753,81.0,답,제3종일반주거지역,-
440,연수동,2019,26.667,33.0,임야,보전녹지지역,-
441,동춘동,2019,77.839,16.29,임야,자연녹지지역,-
